Order ID,Order Date,Customer,Product,Category,"City, Country",Quantity,Unit Price,Sales Amount
ORD-10199,19-Jan-2025,Blue Wave,Notebook Set,Stationery,"Doha, Qatar",7,14.90,104.30
ORD-10445,26-Mar-2025,Atlas Stores,USB-C Hub,Electronics,"Jeddah, Saudi Arabia",5,41.25,206.25
ORD-10188,18-May-2025,Horizon LLC,Mechanical Keyboard,Electronics,"Amman, Jordan",8,71.75,574.00
ORD-10434,23-Jul-2025,City Mart,Laptop Stand,Office Supplies,"Abu Dhabi, United Arab Emirates",6,35.75,214.50
ORD-10177,17-Jan-2025,Summit Co.,Whiteboard,Office Supplies,"Riyadh, Saudi Arabia",1,54.75,54.75
ORD-10423,24-Mar-2025,Nile Trading,Monitor 24 inch,Electronics,"Giza, Egypt",7,152.49,1067.43
ORD-10166,16-May-2025,Vertex Shop,Ergonomic Chair,Furniture,"Dubai, United Arab Emirates",2,186.25,372.50
ORD-10412,21-Jul-2025,Palm Market,Desk Lamp,Office Supplies,"Cairo, Egypt",8,33.65,269.20
ORD-10155,15-Jan-2025,Delta Retail,USB-C Hub,Electronics,"Alexandria, Egypt",3,43.75,131.25
ORD-10401,22-Mar-2025,Oasis Supplies,Wireless Mouse,Electronics,"Casablanca, Morocco",1,22.75,22.75
ORD-10144,14-May-2025,Cedar Group,Laptop Stand,Office Supplies,"Tunis, Tunisia",4,38.25,153.00
ORD-10390,19-Jul-2025,Bright Office,Filing Cabinet,Furniture,"Manama, Bahrain",2,97.75,195.50
ORD-10133,13-Jan-2025,Atlas Stores,Monitor 24 inch,Electronics,"Muscat, Oman",5,149.99,749.95
ORD-10379,20-Mar-2025,Blue Wave,Notebook Set,Stationery,"Doha, Qatar",3,14.90,44.70
ORD-10122,12-May-2025,City Mart,Desk Lamp,Office Supplies,"Kuwait City, Kuwait",6,31.15,186.90
ORD-10368,17-Jul-2025,Horizon LLC,Mechanical Keyboard,Electronics,"Amman, Jordan",4,71.75,287.00
ORD-10111,11-Jan-2025,Nile Trading,Wireless Mouse,Electronics,"Beirut, Lebanon",7,25.25,176.75
ORD-10357,18-Mar-2025,Summit Co.,Whiteboard,Office Supplies,"Riyadh, Saudi Arabia",5,54.75,273.75
ORD-10100,10-May-2025,Palm Market,Filing Cabinet,Furniture,"Jeddah, Saudi Arabia",8,100.25,802.00
ORD-10346,15-Jul-2025,Vertex Shop,Ergonomic Chair,Furniture,"Dubai, United Arab Emirates",6,186.25,1117.50
ORD-10089,09-Jan-2025,Oasis Supplies,Notebook Set,Stationery,"Abu Dhabi, United Arab Emirates",1,12.40,12.40
ORD-10335,16-Mar-2025,Delta Retail,USB-C Hub,Electronics,"Alexandria, Egypt",7,43.75,306.25
ORD-10078,08-May-2025,Bright Office,Mechanical Keyboard,Electronics,"Giza, Egypt",2,69.25,138.50
ORD-10324,13-Jul-2025,Cedar Group,Laptop Stand,Office Supplies,"Tunis, Tunisia",8,38.25,306.00
ORD-10067,07-Jan-2025,Blue Wave,Whiteboard,Office Supplies,"Cairo, Egypt",3,57.25,171.75
ORD-10313,14-Mar-2025,Atlas Stores,Monitor 24 inch,Electronics,"Muscat, Oman",1,149.99,149.99
ORD-10056,06-May-2025,Horizon LLC,Ergonomic Chair,Furniture,"Casablanca, Morocco",4,188.75,755.00
ORD-10302,11-Jul-2025,City Mart,Desk Lamp,Office Supplies,"Kuwait City, Kuwait",2,31.15,62.30
ORD-10045,05-Jan-2025,Summit Co.,USB-C Hub,Electronics,"Manama, Bahrain",5,41.25,206.25
ORD-10291,12-Mar-2025,Nile Trading,Wireless Mouse,Electronics,"Beirut, Lebanon",3,25.25,75.75
ORD-10034,04-May-2025,Vertex Shop,Laptop Stand,Office Supplies,"Doha, Qatar",6,35.75,214.50
ORD-10280,09-Jul-2025,Palm Market,Filing Cabinet,Furniture,"Jeddah, Saudi Arabia",4,100.25,401.00
ORD-10023,03-Jan-2025,Delta Retail,Monitor 24 inch,Electronics,"Amman, Jordan",7,152.49,1067.43
ORD-10269,10-Mar-2025,Oasis Supplies,Notebook Set,Stationery,"Abu Dhabi, United Arab Emirates",5,12.40,62.00
ORD-10012,02-May-2025,Cedar Group,Desk Lamp,Office Supplies,"Riyadh, Saudi Arabia",8,33.65,269.20
ORD-10258,07-Jul-2025,Bright Office,Mechanical Keyboard,Electronics,"Giza, Egypt",6,69.25,415.50
